"ID","Name","Rating","Degree","Specialization","Review_Date","Review_Text","Word_Count","Sentiment_Label","Sentiment_Score"
1965,"Anonymous",5,"B.Tech + M.Tech","Business Analytics","2021-11-28","The thing I liked was the college atmosphere. The thing I liked was the sports activities The thing l liked was the events counducted by the college",27,"Positive",1.7
1966,"MOHIT MOHANTY",4.5,"B.Tech","Computer Science and Engineering","2021-11-25","The thing I disliked was the college structure The thing I disliked was the college architecture The thing I disliked was college and faculty",24,"Negative",1
1967,"Aashish Moond",4.6,"B.Tech","Computer Science and Engineering","2021-11-23","Circular activities conducted by the university  And security in the university which doesn't happen any worst things in University  Conducting the events every Saturday which may give relax for us and holidays after sem which gives relax and can do internships ",41,"Negative",1
1968,"Annu Grewal",4,"B.Tech","Computer Science and Engineering","2021-11-18","Every thing should be done by the money which doesn't liked by the students  Some of the placements offers are not true which were done publicity by the university  High rates of food which doesn't be well for the students",40,"Positive",2
1969,"Jay Gupta",4.5,"B.Tech","Electronics & Communication Engineering","2021-11-16","Flexibility system in the curriculum and management. Clubs participation and events present in the college. Technical skills teaching and making the skills on applicative way.",25,"Positive",1.7
1970,"Anonymous",4,"B.Tech","Electronics & Communication Engineering","2021-11-15","Hostels and the food present in the hostel. Transportation system to the college is quite hard because of constructions. One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",68,"Positive",1.7
1971,"Mugunthan R",4.4,"B.Tech","Information Security","2021-11-13","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
1972,"Bhaibhav raj",4.6,"B.Tech","Computer Science and Engineering","2021-11-11","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des The dynamic and industry-relevant course curriculum at VIT.",43,"Neutral",1.3
1973,"Paddu",4,"B.Tech","Computer Science and Engineering","2021-11-11","Supportive and knowledgeable faculty contributing to a rich learning environment. Robust placement opportunities and assistance for career advancement. Limited flexibility in elective course selection.",24,"Positive",2.7
1974,"Arunkumar s",4.3,"B.Tech","Computer Science and Engineering","2021-11-10","Occasional challenges with class scheduling. Some overcrowding in popular campus areas during peak hours Campus infrastructure is so nice and peaceful",21,"Positive",2.3
1975,"Adabala Lakshmi Nagesh",4,"MCA","Core","2021-11-10","The hostel rooms are clean, good and hygienic Faculty choosen by students is not necessary. Mess food is good but the serving quantity differs.",24,"Positive",1.7
1976,"Gomathi Raj",4.4,"B.Tech","Computer Science and Engineering","2021-11-08","I liked courses offered in my university I liked Skill development class in my university I liked the campus life and infrastructure in my university",25,"Positive",2
1977,"Shash",3.9,"B.Tech","Computer Science and Engineering","2021-11-07","I didn't like the way faculty teach in my institute I didn't like the campus timings in my university I didn't like the campus fee in my university",28,"Positive",1.7
1978,"Sudharson",5,"B.Tech","Computer Science and Engineering","2021-11-07","Hostel Life,gym facility, friendly faculty. Mess , food, less no of buildings, rod security Campus life is so good but we will get bored after one year",27,"Neutral",1.3
1979,"Anil garg",4.3,"MCA","Core","2021-11-06","Infrastrutture of the college is very good college has more space Faculty is also good some are from IITs and NITs Exams question papers are very difficult we can’t even pass",31,"Neutral",1.3
1980,"Jatin mallarapu",4.3,"B.Tech","Electronics & Communication Engineering","2021-11-05","Domination of North Indians in college is more Some of the faculty is very strict they don’t concern about students and they fails in exams Things I liked here is having a good faculty who is highly qualified to teach us, experiencing sports and games",45,"Neutral",1.3
1981,"Anonymous",4.7,"B.Tech","Computer Science and Engineering","2021-11-04","Having a library is very useful thing here to study Having a good infrastructure at campus and the plants, which gives a good energy to do some work. Timings of campus I didnot like for hostellers",36,"Positive",2.7
1982,"Ganesh Nathan",4,"B.Tech","Computer Science and Engineering","2021-11-03","Road way of coming to campus takes lots of time Too high fines for wrong things made by students freedom to choose the faculty for allotted cources.",27,"Neutral",1.3
1983,"Anonymous",3.9,"B.Tech","Computer Science and Engineering","2021-11-03","unlimited internet facility, helps a loot. placement are good. about 98% students get placed. The hostel gates get close after 8:30 pm .",23,"Positive",1.7
1984,"Raja",3.6,"MCA","Core","2021-10-30","we are not allowed to bring and food item from otside the univercity campus. not allowed to carry any electic appliances like iron ,hair dryers , electric kettle. Campus life is very good. We cam spend quality time with our friends",41,"Positive",2
1985,"Prashant Verma",4.3,"B.Tech","Computer Science and Engineering","2021-10-24","Education is also good the teaching of the professors is very good. The technical fests and the hackathon events. Paper evaluation in Final Assessment Test",25,"Positive",1.7
1986,"Kreet Rout",4.7,"B.Tech","Computer Science and Engineering","2021-10-23","Hostel atmosphere is not upto the expectation Complicated timetable. We have to run to the classes early in the morning by 8am Library had many books and it was a good place to spend time.",35,"Neutral",1.3
1987,"Divyesh",3.9,"B.Tech","Artificial Intelligence & Machine Learning","2021-10-23","Some faculties teaching style was really nice No gaps in between CAT exams so we had to prea]pare for it in advance Hostels were not provided during our batch",29,"Positive",1.7
1988,"Sanskriti Kumari",3.6,"B.Tech","Computer Science and Engineering","2021-10-23","Some of the rules are too strict in this college The courses offered are great- we have aerospace, gaming, biotechnology, architecture and many more. All faculty are doctorates and well qualified to teach their respective courses.",36,"Positive",2
1989,"Vyom Gupta",4.8,"B.Tech","Computer Science and Engineering","2021-10-22","The campus is pretty and green, since the college is away from the city, the air is fresh and the weather is plesant. Lack of faculty for certain courses, like mine. Being online due to construction work not being complete.",40,"Positive",2.3
1990,"SAI HARSHITH KACHAM K",4.3,"B.Tech","Electronics & Communication Engineering","2021-10-20","One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech",139,"Neutral",1.3
1991,"Jami Gayatri Manjeera",4.3,"B.Tech","Mechanical Engineering","2021-10-18","I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des",50,"Neutral",1.3
1992,"Shikha Saraswat",3.6,"B.Tech","Computer Science and Engineering","2021-10-15","Diversity is what I really like here as people from different area studies here,  acadmic building Campus is beautiful as there is lot of greenery and trees and beautiful Discrimination towards north, west and east people of india.",38,"Positive",1.7
1993,"AYUSH",4.9,"B.Tech","Computer Science and Engineering","2021-10-15","Professor should be more indulging and open towards students. I like the atmosphere here very farm from the city Food here in the food Street is very good",28,"Positive",2
1994,"kartik",4.2,"B.Tech","Mechanical Engineering","2021-10-15","Gym , ground the rockplaza here very good for enjoying You will be very far from the vijaywada . The hostel closing time here is 8.30 pm .",28,"Positive",2
1995,"Anonymous",3.8,"B.Tech","Computer Science and Engineering","2021-10-14","Rush in here is very high at the maggi hostpot Infrastructure is the best thing in our college,u have everything Grading system is the best of all,we have relative grading rather than absolute grading",34,"Positive",1.7
1996,"Ankit Patel",4.8,"B.Tech","Electronics & Computer Engineering","2021-10-12","Student friendly rules are going to be one of the point . Distance from the nearest big city vijayawada Sometimes it tough to get grades due to relative grading",29,"Positive",2
1997,"Aditya Raj",4.6,"B.Tech","Computer Science and Engineering","2021-10-12","Some of the faculty are so mean that they fail the students unnecessary The sceneries in the campus are amazing at places. The Freedom to choose our own timetable for the semester",32,"Neutral",1.3
1998,"adarsh",4.3,"B.Tech","Computer Science and Engineering","2021-10-11","The food outlets in the Food Street and the taste The specific timings to play is a bit irritating There aren't much places to have fun to chill",28,"Negative",1
1999,"bipin",4.1,"B.Tech","Computer Science and Engineering","2021-10-08","The location of the campus , humid at times We have so many clubs and events for extra curricular activities We have option to select our faculty and exam dates",30,"Negative",1
2000,"Pratap",4.9,"B.Tech","Electronics & Communication Engineering","2021-10-08","We have more free space to roam and express It is far away from the city. The charges are high The food is costlier in the canteens with less quantity",30,"Neutral",1.3
2001,"Kitu Raj",3.9,"B.Tech","Mechanical Engineering","2021-10-07","The assignments lab reports records are too worst I liked making friends and exploring with people of different culture and I am day scholars I have to travel 1hr+ everyday Thing's I disliked are travelling due to high hostel fee I can't afford hostel stat so I have to travel 1hr+ to go to college",55,"Neutral",1.3
2002,"jeet",4,"B.Tech","Artificial Intelligence & Machine Learning","2021-10-07","College atmosphere and social activities and circle Sports and Games programes along with training College events and hackathons and encouragement",20,"Positive",1.7
2003,"Kartik jigneshbhai patel",5,"B.Tech","Computer Science and Engineering","2021-10-07","Firstly, the campus life is a huge applaud for the students. Then the placement percentage which is simply superb. The labs and the faculty interaction with the student",28,"Positive",2
2004,"Adarsh Nehra",4.1,"B.Tech","Computer Science and Engineering","2021-10-06","Infrastructure can be built in a more effective manner Having a conjusted library makes difficult for students to study during examination The construction that is going on in the campus disturbs the students",33,"Neutral",1.3
2005,"Jeet Vyas",4.3,"B.Tech + M.Tech","Software Engineering","2021-10-05","Infrastructure, greenary, environment in the morning Active participation in all events, celebrations Culture activities,roap map, hostel life",17,"Neutral",1.3
2006,"Himanshu jadhav",3.3,"B.Tech","Electronics & Communication Engineering","2021-10-05","Tempareture changes gradually..weather conditions This college is still constructing, and the noise is so disturbing Campus life and the events like vitopia and cultural events.",25,"Negative",1
2007,"Rakesh Raman",4.8,"B.Tech","Computer Science and Engineering","2021-10-03","Clubs and club activities are so much fun and give a good experience. Freedom to do things that we want to pursue. Exam papers were a bit harder than expected.",30,"Positive",2.3
2008,"ATHIRA MENON",4.5,"MCA","Core","2021-10-02","The constructions at VITAP are always ongoing. The crowd at VITAP university is too much.There are so many students at VITAP that it is very hard to get on a lift with convenience. One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",82,"Positive",2
2009,"Jay",4.4,"B.Tech","Artificial Intelligence & Machine Learning","2021-10-01","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
2010,"Manav chaudhary",3.8,"B.Tech","Electrical And Electronics Engineering","2021-10-01","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des The friendly nature and the atmosphere and infrastructure of this campus",46,"Neutral",1.3
2011,"Aditya Gupta",4.2,"B.Tech","Computer Science and Engineering","2021-09-30","Faculty coordinators cooperation and explanation Freedom and availability of evey thing to study Nothing much but the fine they give for not wearing id card",25,"Positive",2
2012,"Anonymous",3.6,"B.Tech","Electrical And Electronics Engineering","2021-09-30","Outings are applicable only till Friday they should atleast make it till Saturday again When we go outing the limited time is 6hrs we need atleast from morning 9 to evening 6pm Placement is good at this campus because of a good placement officer",44,"Neutral",1.3
2013,"Tejasva",4.4,"B.Tech","Computer Science and Engineering","2021-09-30","Campus life is not good because the campus is still under construction Gender equality, food, freedom and also academics with sports We can be outside till 8:30 and can roam anywhere in campus expect the classroom and it'll be nice with friends",42,"Positive",2.3
2014,"Utkarsh Aryan",4,"B.Tech","Computer Science and Engineering","2021-09-30","The curriculum for the courses will be too good for students Tough examinations sometimes. Even the ai can't give answers Some of the rod faculty who doesn't give marks even if we write answers",34,"Positive",2
2015,"Rakesh kumar",3.9,"B.Tech","Computer Science and Engineering","2021-09-29","Fining for everything. Even for not being in the room while taking attendance we'll be fined of 3000 The ffcs course registration system which gives u freedom to choose your own teachers and timings The faculty members and too good, helpful, available outside the class hours",46,"Positive",2.7
2016,"Aneesh",4.5,"B.Tech","Information Technology","2021-09-28","The placements here are good, the average package varies like between 7-8 lakhs The university is under construction, that's the worst part Disturbing sounds because of construction",27,"Neutral",1.3
2017,"Atharva Kelkar",4.8,"B.Tech","Computer Science and Engineering","2021-09-27","The food here is not good at all, do not opt for hostels Ffcs Fully flexible credit system is good Hostels and mess food is also very nice.",28,"Positive",2
2018,"Atharva Kelkar",4.7,"B.Tech","Artificial Intelligence & Machine Learning","2021-09-27","It has different clubs and it gives different opportunities. Hostels and academic block rules and regulations. Not all the faculty is good here in terms of strictness",27,"Positive",1.7
2019,"Anonymous",3.7,"B.Tech + M.Tech","Business Analytics","2021-09-26","It intakes a lot of students which creates choas. I like my campus as it is very beautiful I have marked very good friends and you can it too",29,"Positive",2.3
2020,"Anonymous",3.9,"B.Tech","Computer Science and Engineering","2021-09-24","You will get the best faculty as all of them are PhD holder I actually don't find anything which is dislike The play ground need to be developed and no stone should be there",34,"Neutral",1.3
2021,"Nambiar Akhil Subhash",3.7,"B.Tech","Mechanical Engineering","2021-09-23","Very long classes as the length of the class is very long We can have our own time table if we are a 9 pointer Exams which are being conducted on Saturday and Sunday",34,"Neutral",1.3
2022,"baazis",4.2,"B.Tech","Computer Science and Engineering","2021-09-22","Mayuri mess' food: The food is good and hygienic. You can take as many refills as you want. The hostel rooms are clean. Cleaners come and clean the room on regular basis. Coding environment is there. I would say out of the four campuses of VIT, VIT Bhopal has the best coding environment.",53,"Positive",2.3
2023,"Samridhi Dubey",5,"MCA","Core","2021-09-22","Wifi speed is slow. Wifi downloading speed is like 2-4 Mbps. Network issue. You will have network issue inside the hostels. Toilets and bathroom of some floors are not cleaned. Especially the last floor, the 7th floor.",37,"Negative",1
2024,"IBRAHIM ALI",4.3,"B.Tech","Computer Science and Engineering","2021-09-20","Lots of places to discover , good campus life , with Boys to girls ratio under 4:1 Too many restrictions for couples around in VIT , but not for me Cos i dont have one :) Multiple food outlets are there in campus like dominos and various other centres",49,"Positive",2
2025,"Shikha Jain",4.1,"B.Tech","Electrical And Electronics Engineering","2021-09-20","Mess food is also really good and too much variety is there. Placements are great in the campus. Most of the seniors were placed Hygiene issues are there in the hostel blocks",32,"Positive",1.7
2026,"Sarvesh",3.8,"M.Tech","Computer Science And Engineering","2021-09-18","You have to maintain 75% attendance in each course Classes are sometimes too long and boring One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",65,"Positive",1.7
2027,"Jitendra Pal",4.6,"B.Tech","Electronics & Communication Engineering","2021-09-18","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
2028,"Lokesh Agarwal",3.6,"B.Sc {Hons.}","Agriculture","2021-09-18","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des Frequent industrial visits in companies of different fields",43,"Negative",1
2029,"Anonymous",4.1,"MBA","Marketing","2021-09-18","FFCS System, students can choose there own teacher, 9 pointers get 0 percent attendance perk Brand Value, VIT is one of the prominent private engineering college in Engineering Too Crowded Campus, the ratio of teacher: students is litte bit more compared to government colleges",44,"Neutral",1.3
2030,"Anonymous",4.1,"B.Tech","Electronics & Communication Engineering","2021-09-18","Lack of sports infrastructure and costly paid sports facilities Strict environment in terms of cultural programs of North Indians. Faculties are really awersome and talented. they will help and guide through out the 4 years",35,"Negative",0.7
2031,"Vardhan ReddY",4,"B.Tech","Electronics & Communication Engineering","2021-09-17","the lab facilites in vit chennai are just top notch The atmosphere is just so lively. you can get friends with different mindsets and can get to know a lot of people. the viteee exam algorithm is really bad.",39,"Positive",1.7
2032,"Anonymous",4.3,"B.Tech","Computer Science and Engineering","2021-09-16","when your in hostel people will just constantly annoy you for fun. they will think its normal but you wont take it the way they do You have to walk a lot to go from one place to another. I like to interact with peoples of different cultures.",48,"Positive",1.7
2033,"Prakhar Prakash",3.8,"B.Tech","Computer Science and Engineering","2021-09-16","I got n number of opportunities to explore myself I can improve my speaking skills for my benefit. 75 % attendance rule should be removed from college",27,"Positive",2
2034,"yashraj",3.5,"B.Tech","Computer Science and Engineering","2021-09-16","If you are hosteller you can’t go outside everyday Strict rules are there like schools which should be removed First thing I liked is its placements. With a average package of around 13lpa it is one of the best college in terms of placements.",44,"Positive",2
2035,"Anonymous",5,"B.Sc + M.Sc","Biotechnology","2021-09-15","The Infrastructure and well equpped labs. Strict rules and strict hostel in and out timing. And they also don't allow freshers to outside the campus. So sometimes it feels like a jail. The strict 75% attendance rule. If didn't maintain 75% attendance you will be debared from the exams.",49,"Positive",1.7
2036,"Pramod Rane",4,"B.Tech","Computer Science and Engineering","2021-09-15","Strictness, the college is pretty strict and so safe to send for parents The campus size is pretty large which makes the college massive Ethinic diversity is so much you will see every state",34,"Positive",1.7
2037,"Manoj patel",4.8,"MBA","Finance","2021-09-13","Strictness - whiles its good they limit you too mucb College intenship is not up to pae with others College placement id also not that good compared to others",29,"Neutral",1.3
2038,"Madhur Agarwal",3.9,"B.Tech","Computer Science and Engineering","2021-09-13","Curriculum of the college is top for students The food is really good. They care for our needs The events conducted helps us to gain new experience",27,"Positive",2.3
2039,"Mehakdeep Singh",4,"MBA","Human Resource Management","2021-09-11","There are more north indians in the college, which makes south Indian uncomfortable Green Campus, Proper Maintain med hostels Hostel In-Time, Library is not 24*7, Leaves are to be accepted by proctors",32,"Neutral",1.3
2040,"Ravi Damor",4.4,"MBA","Finance","2021-09-10","If your cgpa is 9+ there is no attendence criteria for you in the collage making it worth the hardwork you put. The collage has people from all over India making it good social life experience The teachers are good and are always willing to help if theh see you putting the effort.",53,"Positive",2.3
2041,"Pooja Ramesh",4.6,"BBA","General","2021-09-09","The climate is bad here it is too warm and if you are not acclimatised to it it could make your life on the campus hard. It causes several problems with leaving you unwilling to attend college on the months of April - May. The collage is far from city. Ie there is a 30 min drive to reach it making it a far from other facilities too. No proper accommodation near college so if your are not a local you have to go for a hostel which is a tad bit expensive.",93,"Negative",0.3
2042,"Hrithik kumar singh",4.7,"B.Tech","Electronics & Communication Engineering","2021-09-08","The hostels are very nice The facilities are damn nice, and the cleanliness at the hostel is quite nice. The college campus looks very well put together. The indoor gyms, swimming pool, snooker, and tennis facilities are very good tough they are paid it is worth it",47,"Positive",3
2043,"Himanth g",4.1,"MBA","Human Resource Management","2021-09-08","About my disliking the mess food could get better it takes a while to adjust with the mess food We cant leave our hostel block after 9 o'clock at night and we need to take to many permissions for a night out, the hostel blocks are very strict for that case The campus at peak times get crowded with students taking in mind the 40000 student the campus could have been bigger.",72,"Negative",0.3
2044,"Santhosh holla V M",4.3,"BCA","General","2021-09-07","The library, cricket ground, the skies and people. The weather, the crowd and the competition in here is too much One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",69,"Positive",2
2045,"Hemant Kumar Kunal",4.4,"MBA","Finance","2021-09-07","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
2046,"Sanjay",4.5,"MBA","Marketing","2021-09-06","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des Faculty are helpful.They provides all notes regularly.They gives tast to write review, journal which helps for higher studies.",53,"Neutral",1.3
2047,"Samuel Chakkery",4.6,"B.Tech","Computer Science and Engineering","2021-09-06","Every sem students have to do a new project . Students can get certificate for this. And if the paper published they gives 5k for publication. Lots companies are coming for that have a chance to get a job Lots of crowded. More than enough students are present in VIT. There is a lots of commotion.",56,"Negative",1
2048,"TANMAY PANDEY",4.3,"B.Tech","Computer Science and Engineering","2021-09-03","Some of faculty not completed their syllabus. Faculty are pressurized students for Digital assessment. Recent time to get a placement are very hard. Companies coming are decreased as students ratio. I really liked the hostel life of VIT, the people I met along this journey, the campus life and the sports facility, mess food and going to the classes then hanging out with my friends around the campus also i liked going on outing with my friends.",77,"Negative",1
2049,"Kamal Raj",4.3,"B.Tech","Information Technology","2021-09-01","I really dislike the amount of unnecessary rules like the intime of hostel and the need of ID card when we go out of hostel, but still these rules have definitely helped me become more disciplined and better my ability to do work even if dislike it. I like the curriculum of the college and its teaching method. Sports facilities are also good and many tournaments are also organised by the students",72,"Positive",2.3
2050,"Soudip Dutta",3.5,"B.Tech","Healthcare Informatics","2021-08-30","Many events are also planned by the students. They are good enough to enjoy. Only the infrastructure of the college can be a disappoining, which is again a subjective thing varies from individual to individual. Vit campus is very huge you have to visit whole campus more than in 2 hours",51,"Positive",2.3
2051,"Sanjit Nath",5,"B.Tech","Computer Science and Engineering","2021-08-30","Campus life is good i like very much my vit People are good in vit can't express how Huge crowd i thought they will not give placement",27,"Positive",2
2052,"Pabak Kundu",4.8,"B.Tech","Computer Science and Engineering","2021-08-30","Placement is 100% but still i think i will get or not Crowd due to this i feel uncomfortable here The faculties are very experienced and teaches students really well.",30,"Neutral",1.3
2053,"Anonymous",4.3,"B.Tech","Electronics & Communication Engineering","2021-08-28","The affordability and living cost in VIT is pretty high. Infrastructure provided like labs, classrooms etc Exposure gained here is enormous as students from all over india and abroad come here.",31,"Positive",2.3
2054,"Ashfiya Khan",3.5,"B.Tech","Computer Science and Engineering","2021-08-23","Many Opportunities are provided i.e, internships, events etc High fees which is a very huge problem for people who wants to study but cannot afford to do so. The campus is very decent in terms of amenties.",37,"Positive",1.7
2055,"D Sree Vishnu Vardhan",5,"B.Sc {Hons.}","Agriculture","2021-08-23","The mess food is comparatively very good. The system of student choosing his own class timing is just awesome which this college provides you. The academic block is situated very far from the hostels.",34,"Positive",1.7
2056,"khushi",3.6,"B.Tech","Computer Science and Engineering","2021-08-23","Hostelers are not allowed to leave campus without a long process of leave approval The sports facilities are not very good here in this college. Very friendly atmosphere and great to get along with faculty and peers",37,"Positive",2.7
2057,"Harshit",3.5,"B.Tech","Computer Science and Engineering","2021-08-21","Classes function very smoothly and students can create their own timetables Hostel facilities exceeded my expectations. Several teachers are not familiar with the idea of the subject",27,"Positive",2
2058,"Abhishek Verma",4,"BCA","General","2021-08-19","Too many assignments given to students all at a time Location of the campus is in the middle of nowhere quality of teaching is good all faculties are doctorate",29,"Positive",1.7
2059,"Kundeti",4.4,"B.Tech","Computer Science and Engineering","2021-08-18","campus life is pretty good, all the events are good placements, vit have a good placement record hostel here is not pretty good but only okay",26,"Positive",2
2060,"Anonymous",4.3,"MCA","Core","2021-08-14","I like the infra structure especially the Central block. It looks like a half disk cylinder The campus is covered with greenery and there are many different plants,trees, we have a pond too The educational system is very good which I got impressed by it .",46,"Positive",2.3
2061,"Aryan",4.7,"B.Tech","Data Sciences","2021-08-13","I think there are many students than expected which makes me feel a bit congested Food in the hostels is not good , everything is limited We are not allowed to Rome around in the campus after 830 pm i don't know why but it would be better if they male it 24hr free campus.",55,"Positive",1.7
2062,"Guffran",4,"M.Sc","Data Science","2021-08-13","One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech",139,"Neutral",1.3
2063,"Nilesh Anand",5,"B.Tech","Computer Science and Engineering","2021-08-11","I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des",50,"Neutral",1.3
2064,"Noe",4.6,"B.Tech","Computer Science and Engineering","2021-08-11","here you can have exposure to different cultures, as all over india students come and join. so you can have friends from different states and have connections and alsoo you can learn different lanuagues and improve your english too. there will be many events unlike other colleges will have only once in a blue moon, but here, in my college you will have many events every week., from different clubs, so if you miss one event also no need to regret you will have chance always. It will be not that easy for few students to have friends because, as you dont have a constant class members and alsoo classes, you cant have fixed longlasting friendship in classes, except your roomates. ",121,"Neutral",1.3
2065,"RITTIKA DEB",4.1,"B.Tech","Electronics & Communication Engineering","2021-08-11","you will have many acquaintances in college but not many friends who long last in your life,after college you cant say that these are my batchmates or something like that.I am npot saying about everyone. depends on individual You have to learn many things on your own and you will have group studies very less ,unless you form big groups. as you dont have a specific batch of students, you wont have memorable class times. unlike other normal engineering colleges.  College is beautiful,  campus is healthy and has a good environment.  The students are easily bonded and the faculty is also very helpful and supportive in form of marks,  studies, and attendance.",112,"Positive",3.7
2066,"Diksha Bhambri",4.5,"B.Tech","Electronics & Communication Engineering","2021-08-10","The hostel service is also beautiful and comfortable,  i would like to suggest to live in hostel and live a beautiful life . The campus placement are also excellent with 90% placement record while many no. Of Student achieved the dream offers and some achieved super dream offers. Some of the faculty are lasy in teaching and some are struct in giving marks and behavior.",65,"Positive",3
2067,"Rituraj Patil",5,"MCA","Core","2021-08-07","The college campus is still under construction and this a bit of worry for the students inside. The last thing is about the events and clubs which cost 250 rupees of every participating. Mess food is good and menu is decent too.",42,"Neutral",1.3
2068,"Harish",5,"B.Tech","Computer Science and Engineering","2021-08-05","Infrastructure is incompleted thus the college aesthetic is bad The size of campus is big so it feels good when we get out of our hostel and room here and there The quality of education the professor is very impressive",40,"Positive",1.7
2069,"Haresh Baskaran",4.3,"B.Tech","Computer Science and Engineering","2021-08-05","The coding culture present in the colleges very good The junior senior bonding is not that much compared to other colleges The food in the mess could be better for students ",31,"Positive",1.7
